id,System,Month,AREA,Site,Oper,Factor,Target,Value,,,,,,
1402,CIM,202505,PKG,IC,B/G,No Wip,실적,0.3523,,,,,,
1403,CIM,202505,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1404,CIM,202505,PKG,IC,B/G,Loss,실적,0.4508 ,,,,,,
1405,CIM,202505,PKG,IC,WSD,투자가동률,실적,0.8663,,,,,,
1406,CIM,202505,PKG,IC,WSD,No Wip,실적,0.5569,,,,,,
1407,CIM,202505,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1408,CIM,202505,PKG,IC,WSD,Loss,실적,0.1337 ,,,,,,
1409,CIM,202505,PKG,IC,W/S,투자가동률,실적,0.5361,,,,,,
1410,CIM,202505,PKG,IC,W/S,No Wip,실적,0.4780,,,,,,
1411,CIM,202505,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1412,CIM,202505,PKG,IC,W/S,Loss,실적,0.4639 ,,,,,,
1413,CIM,202505,PKG,IC,D/A,투자가동률,실적,0.3868,,,,,,
1414,CIM,202505,PKG,IC,D/A,No Wip,실적,0.1185,,,,,,
1415,CIM,202505,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1416,CIM,202505,PKG,IC,D/A,Loss,실적,0.6132 ,,,,,,
1417,CIM,202505,PKG,IC,FCB,투자가동률,실적,0.4731,,,,,,
1418,CIM,202505,PKG,IC,FCB,No Wip,실적,0.2080,,,,,,
1419,CIM,202505,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1420,CIM,202505,PKG,IC,FCB,Loss,실적,0.5269 ,,,,,,
1421,CIM,202505,PKG,IC,W/B,투자가동률,실적,0.4152,,,,,,
1422,CIM,202505,PKG,IC,W/B,No Wip,실적,0.3888,,,,,,
1423,CIM,202505,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1424,CIM,202505,PKG,IC,W/B,Loss,실적,0.5848 ,,,,,,
1425,CIM,202505,PKG,IC,M/D,투자가동률,실적,0.2712,,,,,,
1426,CIM,202505,PKG,IC,M/D,No Wip,실적,0.0943,,,,,,
1427,CIM,202505,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1428,CIM,202505,PKG,IC,M/D,Loss,실적,0.7288 ,,,,,,
1429,CIM,202505,PKG,IC,M/K,투자가동률,실적,0.3099,,,,,,
1430,CIM,202505,PKG,IC,M/K,No Wip,실적,0.2021,,,,,,
1431,CIM,202505,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1432,CIM,202505,PKG,IC,M/K,Loss,실적,0.6901 ,,,,,,
1433,CIM,202505,PKG,IC,SBM,투자가동률,실적,0.2582,,,,,,
1434,CIM,202505,PKG,IC,SBM,No Wip,실적,0.1583,,,,,,
1435,CIM,202505,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1436,CIM,202505,PKG,IC,SBM,Loss,실적,0.7418 ,,,,,,
1437,CIM,202505,PKG,IC,S/G,투자가동률,실적,0.4342,,,,,,
1438,CIM,202505,PKG,IC,S/G,No Wip,실적,0.0377,,,,,,
1439,CIM,202505,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1440,CIM,202505,PKG,IC,S/G,Loss,실적,0.5658 ,,,,,,
1441,GMS,202505,PKG,IC,B/G,투자가동률,목표,0.2078,,,,,,
1442,GMS,202505,PKG,IC,B/G,No Wip,목표,0.0802,,,,,,
1443,GMS,202505,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1444,GMS,202505,PKG,IC,B/G,Loss,목표,0.7922 ,,,,,,
1445,GMS,202505,PKG,IC,WSD,투자가동률,목표,0.0170,,,,,,
1446,GMS,202505,PKG,IC,WSD,No Wip,목표,0.0045,,,,,,
1447,GMS,202505,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1448,GMS,202505,PKG,IC,WSD,Loss,목표,0.9830 ,,,,,,
1449,GMS,202505,PKG,IC,W/S,투자가동률,목표,0.5525,,,,,,
1450,GMS,202505,PKG,IC,W/S,No Wip,목표,0.1103,,,,,,
1451,GMS,202505,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1452,GMS,202505,PKG,IC,W/S,Loss,목표,0.4475 ,,,,,,
1453,GMS,202505,PKG,IC,D/A,투자가동률,목표,0.8677,,,,,,
1454,GMS,202505,PKG,IC,D/A,No Wip,목표,0.7428,,,,,,
1455,GMS,202505,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1456,GMS,202505,PKG,IC,D/A,Loss,목표,0.1323 ,,,,,,
1457,GMS,202505,PKG,IC,FCB,투자가동률,목표,0.2669,,,,,,
1458,GMS,202505,PKG,IC,FCB,No Wip,목표,0.1411,,,,,,
1459,GMS,202505,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1460,GMS,202505,PKG,IC,FCB,Loss,목표,0.7331 ,,,,,,
1461,GMS,202505,PKG,IC,W/B,투자가동률,목표,0.1335,,,,,,
1462,GMS,202505,PKG,IC,W/B,No Wip,목표,0.0909,,,,,,
1463,GMS,202505,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1464,GMS,202505,PKG,IC,W/B,Loss,목표,0.8665 ,,,,,,
1465,GMS,202505,PKG,IC,M/D,투자가동률,목표,0.9321,,,,,,
1466,GMS,202505,PKG,IC,M/D,No Wip,목표,0.1264,,,,,,
1467,GMS,202505,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1468,GMS,202505,PKG,IC,M/D,Loss,목표,0.0679 ,,,,,,
1469,GMS,202505,PKG,IC,M/K,투자가동률,목표,0.3928,,,,,,
1470,GMS,202505,PKG,IC,M/K,No Wip,목표,0.3541,,,,,,
1471,GMS,202505,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1472,GMS,202505,PKG,IC,M/K,Loss,목표,0.6072 ,,,,,,
1473,GMS,202505,PKG,IC,SBM,투자가동률,목표,0.0842,,,,,,
1474,GMS,202505,PKG,IC,SBM,No Wip,목표,0.0497,,,,,,
1475,GMS,202505,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1476,GMS,202505,PKG,IC,SBM,Loss,목표,0.9158 ,,,,,,
1477,GMS,202505,PKG,IC,S/G,투자가동률,목표,0.7061,,,,,,
1478,GMS,202505,PKG,IC,S/G,No Wip,목표,0.0946,,,,,,
1479,GMS,202505,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1480,GMS,202505,PKG,IC,S/G,Loss,목표,0.2939 ,,,,,,
1481,EMS,202505,PKG,IC,B/G,투자가동률,목표,0.0631,,,,,,
1482,EMS,202505,PKG,IC,B/G,No Wip,목표,0.0551,,,,,,
1483,EMS,202505,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1484,EMS,202505,PKG,IC,B/G,Loss,목표,0.9369 ,,,,,,
1485,EMS,202505,PKG,IC,WSD,투자가동률,목표,0.2885,,,,,,
1486,EMS,202505,PKG,IC,WSD,No Wip,목표,0.0183,,,,,,
1487,EMS,202505,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1488,EMS,202505,PKG,IC,WSD,Loss,목표,0.7115 ,,,,,,
1489,EMS,202505,PKG,IC,W/S,투자가동률,목표,0.0381,,,,,,
1490,EMS,202505,PKG,IC,W/S,No Wip,목표,0.0110,,,,,,
1491,EMS,202505,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1492,EMS,202505,PKG,IC,W/S,Loss,목표,0.9619 ,,,,,,
1493,EMS,202505,PKG,IC,D/A,투자가동률,목표,0.3505,,,,,,
1494,EMS,202505,PKG,IC,D/A,No Wip,목표,0.0136,,,,,,
1495,EMS,202505,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1496,EMS,202505,PKG,IC,D/A,Loss,목표,0.6495 ,,,,,,
1497,EMS,202505,PKG,IC,FCB,투자가동률,목표,0.3765,,,,,,
1498,EMS,202505,PKG,IC,FCB,No Wip,목표,0.2342,,,,,,
1499,EMS,202505,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1500,EMS,202505,PKG,IC,FCB,Loss,목표,0.6235 ,,,,,,
1501,EMS,202505,PKG,IC,W/B,투자가동률,목표,0.0394,,,,,,
1502,EMS,202505,PKG,IC,W/B,No Wip,목표,0.0212,,,,,,
1503,EMS,202505,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1504,EMS,202505,PKG,IC,W/B,Loss,목표,0.9606 ,,,,,,
1505,EMS,202505,PKG,IC,M/D,투자가동률,목표,0.9914,,,,,,
1506,EMS,202505,PKG,IC,M/D,No Wip,목표,0.3519,,,,,,
1507,EMS,202505,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1508,EMS,202505,PKG,IC,M/D,Loss,목표,0.0086 ,,,,,,
1509,EMS,202505,PKG,IC,M/K,투자가동률,목표,0.3806,,,,,,
1510,EMS,202505,PKG,IC,M/K,No Wip,목표,0.2849,,,,,,
1511,EMS,202505,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1512,EMS,202505,PKG,IC,M/K,Loss,목표,0.6194 ,,,,,,
1513,EMS,202505,PKG,IC,SBM,투자가동률,목표,0.0235,,,,,,
1514,EMS,202505,PKG,IC,SBM,No Wip,목표,0.0087,,,,,,
1515,EMS,202505,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1516,EMS,202505,PKG,IC,SBM,Loss,목표,0.9765 ,,,,,,
1517,EMS,202505,PKG,IC,S/G,투자가동률,목표,0.3741,,,,,,
1518,EMS,202505,PKG,IC,S/G,No Wip,목표,0.3267,,,,,,
1519,EMS,202505,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1520,EMS,202505,PKG,IC,S/G,Loss,목표,0.6259 ,,,,,,
1521,RPT,202505,PKG,IC,B/G,투자가동률,목표,0.5494,,,,,,
1522,RPT,202505,PKG,IC,B/G,No Wip,목표,0.1325,,,,,,
1523,RPT,202505,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1524,RPT,202505,PKG,IC,B/G,Loss,목표,0.4506 ,,,,,,
1525,RPT,202505,PKG,IC,WSD,투자가동률,목표,0.3062,,,,,,
1526,RPT,202505,PKG,IC,WSD,No Wip,목표,0.0575,,,,,,
1527,RPT,202505,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1528,RPT,202505,PKG,IC,WSD,Loss,목표,0.6938 ,,,,,,
1529,RPT,202505,PKG,IC,W/S,투자가동률,목표,0.9802,,,,,,
1530,RPT,202505,PKG,IC,W/S,No Wip,목표,0.8701,,,,,,
1531,RPT,202505,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1532,RPT,202505,PKG,IC,W/S,Loss,목표,0.0198 ,,,,,,
1533,RPT,202505,PKG,IC,D/A,투자가동률,목표,0.8917,,,,,,
1534,RPT,202505,PKG,IC,D/A,No Wip,목표,0.3853,,,,,,
1535,RPT,202505,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1536,RPT,202505,PKG,IC,D/A,Loss,목표,0.1083 ,,,,,,
1537,RPT,202505,PKG,IC,FCB,투자가동률,목표,0.7638,,,,,,
1538,RPT,202505,PKG,IC,FCB,No Wip,목표,0.0837,,,,,,
1539,RPT,202505,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1540,RPT,202505,PKG,IC,FCB,Loss,목표,0.2362 ,,,,,,
1541,RPT,202505,PKG,IC,W/B,투자가동률,목표,0.6724,,,,,,
1542,RPT,202505,PKG,IC,W/B,No Wip,목표,0.2501,,,,,,
1543,RPT,202505,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1544,RPT,202505,PKG,IC,W/B,Loss,목표,0.3276 ,,,,,,
1545,RPT,202505,PKG,IC,M/D,투자가동률,목표,0.1095,,,,,,
1546,RPT,202505,PKG,IC,M/D,No Wip,목표,0.0436,,,,,,
1547,RPT,202505,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1548,RPT,202505,PKG,IC,M/D,Loss,목표,0.8905 ,,,,,,
1549,RPT,202505,PKG,IC,M/K,투자가동률,목표,0.4215,,,,,,
1550,RPT,202505,PKG,IC,M/K,No Wip,목표,0.4164,,,,,,
1551,RPT,202505,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1552,RPT,202505,PKG,IC,M/K,Loss,목표,0.5785 ,,,,,,
1553,RPT,202505,PKG,IC,SBM,투자가동률,목표,0.3458,,,,,,
1554,RPT,202505,PKG,IC,SBM,No Wip,목표,0.0774,,,,,,
1555,RPT,202505,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1556,RPT,202505,PKG,IC,SBM,Loss,목표,0.6542 ,,,,,,
1557,RPT,202505,PKG,IC,S/G,투자가동률,목표,0.9584,,,,,,
1558,RPT,202505,PKG,IC,S/G,No Wip,목표,0.6752,,,,,,
1559,RPT,202505,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1560,RPT,202505,PKG,IC,S/G,Loss,목표,0.0416 ,,,,,,
1561,CIM,202505,PKG,IC,B/G,투자가동률,목표,0.5237,,,,,,
1562,CIM,202505,PKG,IC,B/G,No Wip,목표,0.4619,,,,,,
1563,CIM,202505,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1564,CIM,202505,PKG,IC,B/G,Loss,목표,0.4763 ,,,,,,
1565,CIM,202505,PKG,IC,WSD,투자가동률,목표,0.7539,,,,,,
1566,CIM,202505,PKG,IC,WSD,No Wip,목표,0.0487,,,,,,
1567,CIM,202505,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1568,CIM,202505,PKG,IC,WSD,Loss,목표,0.2461 ,,,,,,
1569,CIM,202505,PKG,IC,W/S,투자가동률,목표,0.3072,,,,,,
1570,CIM,202505,PKG,IC,W/S,No Wip,목표,0.1121,,,,,,
1571,CIM,202505,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1572,CIM,202505,PKG,IC,W/S,Loss,목표,0.6928 ,,,,,,
1573,CIM,202505,PKG,IC,D/A,투자가동률,목표,0.1913,,,,,,
1574,CIM,202505,PKG,IC,D/A,No Wip,목표,0.1757,,,,,,
1575,CIM,202505,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1576,CIM,202505,PKG,IC,D/A,Loss,목표,0.8087 ,,,,,,
1577,CIM,202505,PKG,IC,FCB,투자가동률,목표,0.5145,,,,,,
1578,CIM,202505,PKG,IC,FCB,No Wip,목표,0.5040,,,,,,
1579,CIM,202505,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1580,CIM,202505,PKG,IC,FCB,Loss,목표,0.4855 ,,,,,,
1581,CIM,202505,PKG,IC,W/B,투자가동률,목표,0.6796,,,,,,
1582,CIM,202505,PKG,IC,W/B,No Wip,목표,0.5685,,,,,,
1583,CIM,202505,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1584,CIM,202505,PKG,IC,W/B,Loss,목표,0.3204 ,,,,,,
1585,CIM,202505,PKG,IC,M/D,투자가동률,목표,0.6375,,,,,,
1586,CIM,202505,PKG,IC,M/D,No Wip,목표,0.3123,,,,,,
1587,CIM,202505,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1588,CIM,202505,PKG,IC,M/D,Loss,목표,0.3625 ,,,,,,
1589,CIM,202505,PKG,IC,M/K,투자가동률,목표,0.4888,,,,,,
1590,CIM,202505,PKG,IC,M/K,No Wip,목표,0.3010,,,,,,
1591,CIM,202505,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1592,CIM,202505,PKG,IC,M/K,Loss,목표,0.5112 ,,,,,,
1593,CIM,202505,PKG,IC,SBM,투자가동률,목표,0.9348,,,,,,
1594,CIM,202505,PKG,IC,SBM,No Wip,목표,0.0194,,,,,,
1595,CIM,202505,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1596,CIM,202505,PKG,IC,SBM,Loss,목표,0.0652 ,,,,,,
1597,CIM,202505,PKG,IC,S/G,투자가동률,목표,0.0081,,,,,,
1598,CIM,202505,PKG,IC,S/G,No Wip,목표,0.0013,,,,,,
1599,CIM,202505,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1600,CIM,202505,PKG,IC,S/G,Loss,목표,0.9919 ,,,,,,
1601,GMS,202506,PKG,IC,B/G,투자가동률,실적,0.1739,,,,,,
1602,GMS,202506,PKG,IC,B/G,No Wip,실적,0.1361,,,,,,
1603,GMS,202506,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1604,GMS,202506,PKG,IC,B/G,Loss,실적,0.8261 ,,,,,,
1605,GMS,202506,PKG,IC,WSD,투자가동률,실적,0.0837,,,,,,
1606,GMS,202506,PKG,IC,WSD,No Wip,실적,0.0048,,,,,,
1607,GMS,202506,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1608,GMS,202506,PKG,IC,WSD,Loss,실적,0.9163 ,,,,,,
1609,GMS,202506,PKG,IC,W/S,투자가동률,실적,0.6560,,,,,,
1610,GMS,202506,PKG,IC,W/S,No Wip,실적,0.5597,,,,,,
1611,GMS,202506,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1612,GMS,202506,PKG,IC,W/S,Loss,실적,0.3440 ,,,,,,
1613,GMS,202506,PKG,IC,D/A,투자가동률,실적,0.4843,,,,,,
1614,GMS,202506,PKG,IC,D/A,No Wip,실적,0.0593,,,,,,
1615,GMS,202506,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1616,GMS,202506,PKG,IC,D/A,Loss,실적,0.5157 ,,,,,,
1617,GMS,202506,PKG,IC,FCB,투자가동률,실적,0.8145,,,,,,
1618,GMS,202506,PKG,IC,FCB,No Wip,실적,0.8130,,,,,,
1619,GMS,202506,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1620,GMS,202506,PKG,IC,FCB,Loss,실적,0.1855 ,,,,,,
1621,GMS,202506,PKG,IC,W/B,투자가동률,실적,0.2168,,,,,,
1622,GMS,202506,PKG,IC,W/B,No Wip,실적,0.0604,,,,,,
1623,GMS,202506,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1624,GMS,202506,PKG,IC,W/B,Loss,실적,0.7832 ,,,,,,
1625,GMS,202506,PKG,IC,M/D,투자가동률,실적,0.2193,,,,,,
1626,GMS,202506,PKG,IC,M/D,No Wip,실적,0.0832,,,,,,
1627,GMS,202506,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1628,GMS,202506,PKG,IC,M/D,Loss,실적,0.7807 ,,,,,,
1629,GMS,202506,PKG,IC,M/K,투자가동률,실적,0.7683,,,,,,
1630,GMS,202506,PKG,IC,M/K,No Wip,실적,0.2376,,,,,,
1631,GMS,202506,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1632,GMS,202506,PKG,IC,M/K,Loss,실적,0.2317 ,,,,,,
1633,GMS,202506,PKG,IC,SBM,투자가동률,실적,0.5634,,,,,,
1634,GMS,202506,PKG,IC,SBM,No Wip,실적,0.2959,,,,,,
1635,GMS,202506,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1636,GMS,202506,PKG,IC,SBM,Loss,실적,0.4366 ,,,,,,
1637,GMS,202506,PKG,IC,S/G,투자가동률,실적,0.1403,,,,,,
1638,GMS,202506,PKG,IC,S/G,No Wip,실적,0.0851,,,,,,
1639,GMS,202506,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1640,GMS,202506,PKG,IC,S/G,Loss,실적,0.8597 ,,,,,,
1641,EMS,202506,PKG,IC,B/G,투자가동률,실적,0.4384,,,,,,
1642,EMS,202506,PKG,IC,B/G,No Wip,실적,0.2894,,,,,,
1643,EMS,202506,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1644,EMS,202506,PKG,IC,B/G,Loss,실적,0.5616 ,,,,,,
1645,EMS,202506,PKG,IC,WSD,투자가동률,실적,0.0126,,,,,,
1646,EMS,202506,PKG,IC,WSD,No Wip,실적,0.0032,,,,,,
1647,EMS,202506,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1648,EMS,202506,PKG,IC,WSD,Loss,실적,0.9874 ,,,,,,
1649,EMS,202506,PKG,IC,W/S,투자가동률,실적,0.5941,,,,,,
1650,EMS,202506,PKG,IC,W/S,No Wip,실적,0.3444,,,,,,
1651,EMS,202506,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1652,EMS,202506,PKG,IC,W/S,Loss,실적,0.4059 ,,,,,,
1653,EMS,202506,PKG,IC,D/A,투자가동률,실적,0.5148,,,,,,
1654,EMS,202506,PKG,IC,D/A,No Wip,실적,0.2715,,,,,,
1655,EMS,202506,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1656,EMS,202506,PKG,IC,D/A,Loss,실적,0.4852 ,,,,,,
1657,EMS,202506,PKG,IC,FCB,투자가동률,실적,0.6104,,,,,,
1658,EMS,202506,PKG,IC,FCB,No Wip,실적,0.0282,,,,,,
1659,EMS,202506,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1660,EMS,202506,PKG,IC,FCB,Loss,실적,0.3896 ,,,,,,
1661,EMS,202506,PKG,IC,W/B,투자가동률,실적,0.2860,,,,,,
1662,EMS,202506,PKG,IC,W/B,No Wip,실적,0.2262,,,,,,
1663,EMS,202506,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1664,EMS,202506,PKG,IC,W/B,Loss,실적,0.7140 ,,,,,,
1665,EMS,202506,PKG,IC,M/D,투자가동률,실적,0.7660,,,,,,
1666,EMS,202506,PKG,IC,M/D,No Wip,실적,0.6928,,,,,,
1667,EMS,202506,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1668,EMS,202506,PKG,IC,M/D,Loss,실적,0.2340 ,,,,,,
1669,EMS,202506,PKG,IC,M/K,투자가동률,실적,0.6474,,,,,,
1670,EMS,202506,PKG,IC,M/K,No Wip,실적,0.5406,,,,,,
1671,EMS,202506,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1672,EMS,202506,PKG,IC,M/K,Loss,실적,0.3526 ,,,,,,
1673,EMS,202506,PKG,IC,SBM,투자가동률,실적,0.9319,,,,,,
1674,EMS,202506,PKG,IC,SBM,No Wip,실적,0.7800,,,,,,
1675,EMS,202506,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1676,EMS,202506,PKG,IC,SBM,Loss,실적,0.0681 ,,,,,,
1677,EMS,202506,PKG,IC,S/G,투자가동률,실적,0.6123,,,,,,
1678,EMS,202506,PKG,IC,S/G,No Wip,실적,0.3243,,,,,,
1679,EMS,202506,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1680,EMS,202506,PKG,IC,S/G,Loss,실적,0.3877 ,,,,,,
1681,RPT,202506,PKG,IC,B/G,투자가동률,실적,0.7813,,,,,,
1682,RPT,202506,PKG,IC,B/G,No Wip,실적,0.6434,,,,,,
1683,RPT,202506,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1684,RPT,202506,PKG,IC,B/G,Loss,실적,0.2187 ,,,,,,
1685,RPT,202506,PKG,IC,WSD,투자가동률,실적,0.0702,,,,,,
1686,RPT,202506,PKG,IC,WSD,No Wip,실적,0.0586,,,,,,
1687,RPT,202506,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1688,RPT,202506,PKG,IC,WSD,Loss,실적,0.9298 ,,,,,,
1689,RPT,202506,PKG,IC,W/S,투자가동률,실적,0.6353,,,,,,
1690,RPT,202506,PKG,IC,W/S,No Wip,실적,0.0622,,,,,,
1691,RPT,202506,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1692,RPT,202506,PKG,IC,W/S,Loss,실적,0.3647 ,,,,,,
1693,RPT,202506,PKG,IC,D/A,투자가동률,실적,0.6020,,,,,,
1694,RPT,202506,PKG,IC,D/A,No Wip,실적,0.1893,,,,,,
1695,RPT,202506,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1696,RPT,202506,PKG,IC,D/A,Loss,실적,0.3980 ,,,,,,
1697,RPT,202506,PKG,IC,FCB,투자가동률,실적,0.5319,,,,,,
1698,RPT,202506,PKG,IC,FCB,No Wip,실적,0.2228,,,,,,
1699,RPT,202506,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1700,RPT,202506,PKG,IC,FCB,Loss,실적,0.4681 ,,,,,,
1701,RPT,202506,PKG,IC,W/B,투자가동률,실적,0.1738,,,,,,
1702,RPT,202506,PKG,IC,W/B,No Wip,실적,0.1035,,,,,,
1703,RPT,202506,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1704,RPT,202506,PKG,IC,W/B,Loss,실적,0.8262 ,,,,,,
1705,RPT,202506,PKG,IC,M/D,투자가동률,실적,0.6182,,,,,,
1706,RPT,202506,PKG,IC,M/D,No Wip,실적,0.4506,,,,,,
1707,RPT,202506,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1708,RPT,202506,PKG,IC,M/D,Loss,실적,0.3818 ,,,,,,
1709,RPT,202506,PKG,IC,M/K,투자가동률,실적,0.4891,,,,,,
1710,RPT,202506,PKG,IC,M/K,No Wip,실적,0.2596,,,,,,
1711,RPT,202506,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1712,RPT,202506,PKG,IC,M/K,Loss,실적,0.5109 ,,,,,,
1713,RPT,202506,PKG,IC,SBM,투자가동률,실적,0.3354,,,,,,
1714,RPT,202506,PKG,IC,SBM,No Wip,실적,0.3148,,,,,,
1715,RPT,202506,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1716,RPT,202506,PKG,IC,SBM,Loss,실적,0.6646 ,,,,,,
1717,RPT,202506,PKG,IC,S/G,투자가동률,실적,0.8413,,,,,,
1718,RPT,202506,PKG,IC,S/G,No Wip,실적,0.7963,,,,,,
1719,RPT,202506,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1720,RPT,202506,PKG,IC,S/G,Loss,실적,0.1587 ,,,,,,
1721,CIM,202506,PKG,IC,B/G,투자가동률,실적,0.1404,,,,,,
1722,CIM,202506,PKG,IC,B/G,No Wip,실적,0.1102,,,,,,
1723,CIM,202506,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1724,CIM,202506,PKG,IC,B/G,Loss,실적,0.8596 ,,,,,,
1725,CIM,202506,PKG,IC,WSD,투자가동률,실적,0.0425,,,,,,
1726,CIM,202506,PKG,IC,WSD,No Wip,실적,0.0091,,,,,,
1727,CIM,202506,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1728,CIM,202506,PKG,IC,WSD,Loss,실적,0.9575 ,,,,,,
1729,CIM,202506,PKG,IC,W/S,투자가동률,실적,0.5447,,,,,,
1730,CIM,202506,PKG,IC,W/S,No Wip,실적,0.0449,,,,,,
1731,CIM,202506,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1732,CIM,202506,PKG,IC,W/S,Loss,실적,0.4553 ,,,,,,
1733,CIM,202506,PKG,IC,D/A,투자가동률,실적,0.5979,,,,,,
1734,CIM,202506,PKG,IC,D/A,No Wip,실적,0.0855,,,,,,
1735,CIM,202506,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1736,CIM,202506,PKG,IC,D/A,Loss,실적,0.4021 ,,,,,,
1737,CIM,202506,PKG,IC,FCB,투자가동률,실적,0.3703,,,,,,
1738,CIM,202506,PKG,IC,FCB,No Wip,실적,0.1147,,,,,,
1739,CIM,202506,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1740,CIM,202506,PKG,IC,FCB,Loss,실적,0.6297 ,,,,,,
1741,CIM,202506,PKG,IC,W/B,투자가동률,실적,0.9066,,,,,,
1742,CIM,202506,PKG,IC,W/B,No Wip,실적,0.1770,,,,,,
1743,CIM,202506,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1744,CIM,202506,PKG,IC,W/B,Loss,실적,0.0934 ,,,,,,
1745,CIM,202506,PKG,IC,M/D,투자가동률,실적,0.1318,,,,,,
